TOA5,7F shore (Loadcell)
2024-01-22 00:00:00.000,-10.86413375833397
2024-01-22 00:05:00.000,-17.6388944666669
2024-01-22 00:10:00.000,-12.47242435833347
2024-01-22 00:15:00.000,-16.80859810000054
2024-01-22 00:20:00.000,-14.59229519999944
2024-01-22 00:25:00.000,-13.40405610833374
2024-01-22 00:30:00.000,-14.94043127499938
2024-01-22 00:35:00.000,-14.96658234166692
2024-01-22 00:40:00.000,-13.84045203333383
2024-01-22 00:45:00.000,-13.32723734999925
2024-01-22 00:50:00.000,-17.45583699999973
2024-01-22 00:55:00.000,-16.6713049999997
2024-01-22 01:00:00.000,-16.14828366666759
2024-01-22 01:05:00.000,-14.90120467499994
2024-01-22 01:10:00.000,-15.74130769166755
2024-01-22 01:15:00.000,-20.25727001666742
2024-01-22 01:20:00.000,-17.22864960833249
2024-01-22 01:25:00.000,-16.94425675833327
2024-01-22 01:30:00.000,-15.93417180833412
2024-01-22 01:35:00.000,-16.5013230666663
2024-01-22 01:40:00.000,-15.37846164166758
2024-01-22 01:45:00.000,-19.37467151666599
2024-01-22 01:50:00.000,-19.60512779166575
2024-01-22 01:55:00.000,-17.4198792833328
2024-01-22 02:00:00.000,-16.04531384166742
2024-01-22 02:05:00.000,-18.5263962916671
2024-01-22 02:10:00.000,-18.49043857500017
2024-01-22 02:15:00.000,-18.70945375833241
2024-01-22 02:20:00.000,-15.71679106666627
2024-01-22 02:25:00.000,-16.58467959166582
2024-01-22 02:30:00.000,-20.53839398333413
2024-01-22 02:35:00.000,-16.97040782500081
2024-01-22 02:40:00.000,-16.90176127499946
2024-01-22 02:45:00.000,-20.62665383333241
2024-01-22 02:50:00.000,-17.70754101666639
2024-01-22 02:55:00.000,-14.59229519999944
2024-01-22 03:00:00.000,-17.78926309999965
2024-01-22 03:05:00.000,-13.86496865833325
2024-01-22 03:10:00.000,-16.3623955249992
2024-01-22 03:15:00.000,-18.89578010833395
2024-01-22 03:20:00.000,-15.07935881666648
